"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2025年06月20日"

"","","","","/項目 コード","D320307","D320308","D3203082","D3203085","D3203086","D320309","D320310","D3203102","D3203103","D3203104","D3203105","D3203106","D3203107","D3203108","D320311","D320312","D320401","D320402","D320403","D320404","D320405","D320406","D320407","D320408","D320409"
"調査年 コード","調査年","地域 コード","地域","/項目","D320307_商工費（市町村財政）【千円】","D320308_土木費（市町村財政）【千円】","D3203082_道路橋りょう費（市町村財政）【千円】","D3203085_都市計画費（市町村財政）【千円】","D3203086_住宅費（市町村財政）【千円】","D320309_消防費（市町村財政）【千円】","D320310_教育費（市町村財政）【千円】","D3203102_小学校費（市町村財政）【千円】","D3203103_中学校費（市町村財政）【千円】","D3203104_高等学校費（市町村財政）【千円】","D3203105_特別支援学校費（市町村財政）【千円】","D3203106_幼稚園費（市町村財政）【千円】","D3203107_社会教育費（市町村財政）【千円】","D3203108_保健体育費（市町村財政）【千円】","D320311_災害復旧費（市町村財政）【千円】","D320312_公債費（市町村財政）（目的別歳出内訳）【千円】","D320401_人件費（市町村財政）【千円】","D320402_物件費（市町村財政）【千円】","D320403_維持補修費（市町村財政）【千円】","D320404_扶助費（市町村財政）【千円】","D320405_補助費等（市町村財政）【千円】","D320406_普通建設事業費（市町村財政）【千円】","D320407_災害復旧事業費（市町村財政）【千円】","D320408_失業対策事業費（市町村財政）【千円】","D320409_公債費（市町村財政）（性質別歳出内訳）【千円】"
"2006100000","2006年度","27206","大阪府 泉大津市","","73,965","4,258,210","258,586","3,778,822","62,471","858,460","2,721,165","855,070","125,432","0","0","590,191","404,891","284,876","0","2,868,757","5,528,750","2,316,257","117,547","4,998,454","2,852,013","2,618,887","0","***","2,868,757"
"2006100000","2006年度","27207","大阪府 高槻市","","542,734","10,659,955","1,792,199","7,014,616","349,130","4,587,202","11,372,030","2,080,204","1,170,075","0","37,638","1,166,120","3,013,765","1,825,615","0","8,941,672","25,233,248","11,573,761","1,389,950","17,399,280","4,276,984","7,099,390","0","***","8,941,658"
"2006100000","2006年度","27208","大阪府 貝塚市","","251,203","2,676,168","302,850","1,936,639","157,730","909,172","2,498,164","561,091","194,461","0","0","350,022","667,937","406,530","0","2,601,373","6,458,694","2,517,063","83,044","5,522,014","2,798,907","1,615,290","0","***","2,601,373"
"2006100000","2006年度","27209","大阪府 守口市","","204,351","4,085,332","656,615","3,164,415","99,208","2,103,109","4,820,474","827,706","400,857","0","0","459,831","875,305","1,233,877","0","4,990,474","12,508,508","3,670,733","192,402","14,402,234","3,631,631","2,417,987","0","***","4,990,474"
"2006100000","2006年度","27210","大阪府 枚方市","","293,659","12,558,340","1,506,986","10,101,314","40,784","4,975,754","11,053,091","2,595,823","910,762","0","0","521,137","2,547,359","2,327,449","18,962","11,217,559","25,355,605","9,594,509","722,911","22,272,734","10,260,268","15,984,369","18,962","***","11,217,550"
"2006100000","2006年度","27211","大阪府 茨木市","","667,265","12,040,881","2,852,340","8,291,799","94,298","2,756,914","11,007,515","2,506,986","2,818,072","0","0","703,640","1,966,154","1,478,566","21,480","5,876,726","16,764,216","12,253,839","938,801","13,577,573","2,917,792","9,431,212","21,480","***","5,876,726"
"2006100000","2006年度","27212","大阪府 八尾市","","389,280","10,674,950","1,231,624","7,107,959","1,636,301","2,505,516","8,143,961","1,730,854","733,186","0","62,169","1,173,932","1,620,574","1,089,519","0","14,174,949","19,299,209","9,734,479","375,791","20,692,590","4,031,224","11,755,156","0","***","14,174,949"
"2006100000","2006年度","27213","大阪府 泉佐野市","","196,238","3,018,447","252,759","2,049,384","450,477","1,364,843","2,585,355","345,091","268,344","0","0","220,054","719,010","762,553","0","6,066,835","7,934,255","3,214,396","245,314","6,425,341","3,053,931","1,455,088","0","***","6,066,835"
"2006100000","2006年度","27214","大阪府 富田林市","","136,067","2,935,586","492,965","2,031,524","196,622","1,363,953","3,928,259","812,091","496,628","0","0","673,754","693,994","848,669","7,640","2,162,422","8,002,479","5,006,352","299,967","7,312,854","2,575,895","2,177,361","7,640","***","2,162,422"
"2006100000","2006年度","27215","大阪府 寝屋川市","","198,532","15,443,375","519,369","11,917,749","150,754","3,298,158","6,574,289","1,506,095","1,137,193","0","0","497,235","1,546,333","891,813","0","6,626,752","16,474,176","7,337,552","365,217","15,685,570","5,427,363","8,415,067","0","***","6,626,752"
"2006100000","2006年度","27216","大阪府 河内長野市","","254,666","4,500,262","789,902","2,849,036","47,308","1,513,948","3,114,213","732,982","382,585","0","0","55,824","906,971","444,480","7,872","3,815,627","6,688,893","5,088,605","409,947","5,743,379","2,389,998","2,796,056","7,872","***","3,815,627"
"2006100000","2006年度","27217","大阪府 松原市","","258,390","4,131,831","507,574","3,303,697","109,269","1,001,716","3,898,071","900,712","660,165","0","0","370,839","743,243","780,865","0","3,295,832","8,830,946","4,904,553","200,549","8,423,440","2,081,408","1,510,531","0","***","3,295,832"
"2006100000","2006年度","27218","大阪府 大東市","","99,566","7,543,397","561,893","3,310,595","269,528","1,250,134","3,666,493","1,024,741","822,483","0","0","178,138","856,783","366,815","0","3,416,922","8,781,375","4,629,546","146,610","6,516,933","2,318,946","2,837,794","0","***","3,416,922"
"2006100000","2006年度","27219","大阪府 和泉市","","505,256","4,257,922","784,682","2,446,199","535,605","1,446,168","6,690,068","2,637,156","470,495","0","0","309,404","1,174,812","1,396,869","0","6,155,167","10,878,418","6,035,141","316,315","11,918,929","4,698,644","4,509,137","0","***","6,154,333"
"2006100000","2006年度","27220","大阪府 箕面市","","219,882","6,268,256","611,484","2,670,292","228,022","1,288,263","5,138,582","1,072,824","385,195","0","0","430,810","1,643,156","644,923","195","4,339,366","10,412,729","6,435,556","390,485","4,164,515","3,291,724","3,334,773","195","***","4,339,366"
"2006100000","2006年度","27221","大阪府 柏原市","","50,564","4,636,086","1,484,076","2,214,939","0","834,354","2,134,778","440,114","235,162","0","0","294,223","507,367","433,142","0","2,033,435","4,266,253","2,313,989","94,482","4,451,599","3,183,390","1,744,637","0","***","2,033,249"
"2006100000","2006年度","27222","大阪府 羽曳野市","","84,849","3,826,293","1,009,976","2,531,666","94,523","1,164,492","5,172,334","547,013","289,979","0","0","548,457","1,564,847","1,828,857","0","4,440,896","6,062,458","3,921,417","100,293","7,710,602","3,722,135","3,874,679","0","***","4,440,576"
"2006100000","2006年度","27223","大阪府 門真市","","192,003","4,175,179","535,689","3,174,778","87,367","1,951,790","4,266,058","1,233,714","453,195","0","0","195,051","572,192","951,700","0","4,791,456","10,413,760","4,390,113","86,425","13,518,548","3,299,464","2,593,583","0","***","4,791,456"
"2006100000","2006年度","27224","大阪府 摂津市","","457,573","3,669,616","477,608","2,887,731","69,103","1,050,168","2,972,368","701,193","226,417","0","0","191,265","549,051","760,233","0","4,438,445","6,976,075","4,140,512","412,150","4,960,781","3,362,387","885,774","0","***","4,438,445"
"2006100000","2006年度","27225","大阪府 高石市","","58,370","2,852,400","181,556","2,436,538","6,037","765,922","1,806,829","228,846","94,375","0","0","269,798","508,316","379,009","0","2,592,343","4,369,407","2,124,444","14,567","3,189,275","2,445,965","1,025,444","0","***","2,592,343"
"2006100000","2006年度","27226","大阪府 藤井寺市","","46,356","2,397,941","173,377","1,932,758","2,815","743,107","2,085,609","503,311","171,039","0","0","259,038","445,127","396,283","0","1,407,931","4,801,855","1,976,969","69,128","4,176,710","2,592,669","756,853","0","***","1,407,931"
"2006100000","2006年度","27227","大阪府 東大阪市","","1,153,489","23,202,144","3,095,909","16,263,261","2,082,625","5,176,709","15,148,153","3,593,756","1,648,288","743,209","0","1,208,475","2,892,706","2,554,951","0","15,472,400","36,571,623","14,339,316","1,376,271","46,803,446","11,099,381","13,589,038","0","***","15,472,376"
"2006100000","2006年度","27228","大阪府 泉南市","","59,204","2,248,132","215,504","1,821,389","78,266","889,817","1,936,715","274,592","168,721","0","0","502,024","366,116","245,984","0","2,458,313","5,505,612","1,998,270","109,936","3,670,992","1,185,075","1,315,509","0","***","2,458,313"
"2006100000","2006年度","27229","大阪府 四條畷市","","29,468","1,452,082","135,837","1,255,843","1,620","676,933","1,735,108","579,761","167,805","0","0","184,026","233,173","294,711","15,687","1,980,391","4,350,656","2,112,270","36,104","2,917,917","1,278,237","596,655","15,687","***","1,980,391"
"2006100000","2006年度","27230","大阪府 交野市","","53,924","4,005,821","625,868","1,645,265","1,384","848,659","2,525,369","441,868","303,398","0","0","167,437","559,643","515,431","4,748","3,822,547","5,595,964","2,432,205","80,502","3,286,039","977,013","1,983,226","4,748","***","3,822,547"
"2006100000","2006年度","27231","大阪府 大阪狭山市","","32,522","1,405,943","762,115","602,953","0","826,969","1,918,722","409,915","95,363","0","0","289,036","333,318","414,001","0","2,550,498","4,339,344","2,048,242","22,408","2,543,262","982,491","1,303,592","0","***","2,550,498"
"2006100000","2006年度","27232","大阪府 阪南市","","43,456","1,610,755","201,873","1,303,744","0","667,700","2,354,661","533,766","546,662","0","0","461,505","359,917","232,616","0","1,691,092","3,552,828","2,085,698","113,182","2,330,438","1,615,724","2,743,050","0","***","1,691,092"
"2006100000","2006年度","27301","大阪府 島本町","","21,659","1,228,251","58,730","1,046,465","25,211","428,452","1,268,839","542,010","101,425","0","0","106,840","185,440","145,667","0","1,208,113","2,457,375","1,435,207","70,727","1,048,556","343,614","1,068,975","0","***","1,208,113"
"2006100000","2006年度","27321","大阪府 豊能町","","17,763","474,993","81,740","329,752","9,954","373,041","1,467,037","112,743","593,904","0","0","156,683","155,500","281,552","3,944","566,509","2,289,157","1,112,575","133,985","266,628","1,919,809","609,922","3,944","***","566,509"
"2006100000","2006年度","27322","大阪府 能勢町","","13,173","237,043","49,509","155,913","4,534","139,541","529,367","204,556","47,516","0","0","30,312","22,715","82,014","3","420,772","1,084,587","758,912","33,858","249,923","848,230","217,476","3","***","420,772"
"2006100000","2006年度","27341","大阪府 忠岡町","","14,481","730,078","57,261","616,456","5,950","333,753","553,883","98,214","49,645","0","0","89,978","115,304","111,993","0","718,544","1,674,372","1,016,767","112,519","543,166","1,223,776","225,037","0","***","718,544"
"2006100000","2006年度","27361","大阪府 熊取町","","27,072","1,771,430","336,278","1,058,719","168,929","473,493","1,475,676","377,067","195,428","0","0","0","324,361","363,843","12,520","1,635,715","3,101,039","1,837,541","165,139","1,006,021","611,865","1,515,608","12,520","***","1,635,715"
"2006100000","2006年度","27362","大阪府 田尻町","","30,204","624,045","95,980","336,596","140,254","275,270","536,042","71,485","35,923","0","0","92,414","130,248","61,776","0","545,222","1,239,628","428,460","11,994","201,953","2,035,307","203,778","0","***","545,222"
"2006100000","2006年度","27366","大阪府 岬町","","217,493","1,021,236","95,681","362,806","51,028","355,553","521,675","103,653","34,099","0","0","50,097","74,931","134,764","483","1,129,364","1,395,406","1,032,344","54,299","431,505","513,431","820,023","483","***","1,129,364"
"2006100000","2006年度","27381","大阪府 太子町","","18,425","401,822","67,671","320,049","0","212,732","444,105","56,352","38,427","0","0","44,788","30,721","105,923","0","649,473","967,050","565,123","17,901","441,174","512,631","153,547","0","***","649,473"
"2006100000","2006年度","27382","大阪府 河南町","","20,900","384,394","130,579","205,295","0","213,159","620,483","145,265","49,503","0","0","110,394","135,330","120,873","2,396","694,764","1,492,798","741,499","14,211","301,555","347,937","221,431","2,396","***","694,764"
"2006100000","2006年度","27383","大阪府 千早赤阪村","","48,928","184,973","52,226","102,278","0","139,316","365,233","56,751","28,237","0","0","67,440","12,053","92,994","4,832","317,549","791,757","458,801","8,236","143,818","197,410","59,362","4,831","***","317,549"
"2006100000","2006年度","28100","兵庫県 神戸市","","37,626,790","113,274,527","17,118,011","53,539,817","20,252,137","18,238,252","76,374,602","22,593,832","12,007,968","9,944,059","938,801","4,327,364","7,319,483","7,541,223","0","146,315,642","135,766,142","61,601,123","4,701,790","125,481,256","53,382,304","77,220,589","0","***","145,844,516"
"2006100000","2006年度","28101","兵庫県 神戸市 東灘区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","28102","兵庫県 神戸市 灘区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","28105","兵庫県 神戸市 兵庫区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","28106","兵庫県 神戸市 長田区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","28107","兵庫県 神戸市 須磨区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","28108","兵庫県 神戸市 垂水区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","28109","兵庫県 神戸市 北区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","28110","兵庫県 神戸市 中央区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","28111","兵庫県 神戸市 西区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","33100","岡山県 岡山市","","1,618,109","35,122,325","6,810,162","25,364,058","998,659","7,583,371","20,809,498","3,714,075","2,119,828","163,178","0","2,675,578","3,550,407","5,097,064","141,320","39,490,238","49,311,928","24,460,038","2,814,492","41,090,577","8,857,207","27,788,713","141,320","***","39,482,262"
"2006100000","2006年度","33101","岡山県 岡山市 北区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","33102","岡山県 岡山市 中区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","33103","岡山県 岡山市 東区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","33104","岡山県 岡山市 南区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","34100","広島県 広島市","","18,747,037","108,889,472","32,426,275","62,789,217","4,988,001","14,311,419","63,378,884","18,155,914","4,428,486","6,165,569","320,354","1,055,449","10,111,878","8,487,155","2,597,646","69,756,165","84,272,013","55,115,258","5,696,169","103,622,425","44,035,658","57,640,035","2,597,646","***","69,467,715"
"2006100000","2006年度","34101","広島県 広島市 中区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","34102","広島県 広島市 東区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","34103","広島県 広島市 南区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","34104","広島県 広島市 西区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","34105","広島県 広島市 安佐南区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","34106","広島県 広島市 安佐北区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","34107","広島県 広島市 安芸区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","34108","広島県 広島市 佐伯区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","40100","福岡県 北九州市","","58,900,114","101,927,534","22,582,582","45,805,370","15,992,826","12,476,032","39,096,136","10,915,844","4,776,293","626,205","1,445,053","424,528","7,271,383","6,299,044","64,174","67,006,274","72,231,273","48,736,885","7,606,775","78,202,783","33,478,624","97,996,393","64,174","***","66,699,875"
"2006100000","2006年度","40101","福岡県 北九州市 門司区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","40103","福岡県 北九州市 若松区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","40105","福岡県 北九州市 戸畑区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","40106","福岡県 北九州市 小倉北区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","40107","福岡県 北九州市 小倉南区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","40108","福岡県 北九州市 八幡東区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","40109","福岡県 北九州市 八幡西区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","40130","福岡県 福岡市","","77,426,714","127,163,723","27,360,741","69,496,713","16,170,249","14,241,422","51,433,432","9,906,958","4,843,455","6,954,939","1,401,929","3,629,994","13,611,989","5,872,404","4,553,110","113,526,294","78,908,821","68,437,393","8,791,123","110,848,088","53,634,528","94,347,902","4,553,110","***","112,967,035"
"2006100000","2006年度","40131","福岡県 福岡市 東区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","40132","福岡県 福岡市 博多区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","40133","福岡県 福岡市 中央区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","40134","福岡県 福岡市 南区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","40135","福岡県 福岡市 西区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","40136","福岡県 福岡市 城南区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","40137","福岡県 福岡市 早良区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","43100","熊本県 熊本市","","5,588,824","33,582,200","7,011,361","20,641,750","3,143,014","6,980,058","25,603,551","4,913,952","2,226,072","2,158,460","0","473,302","6,630,519","5,492,338","311,307","36,700,059","47,088,578","22,821,573","2,320,867","48,093,349","16,405,042","30,911,886","311,307","***","36,696,191"
"2006100000","2006年度","43101","熊本県 熊本市 中央区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","43102","熊本県 熊本市 東区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","43103","熊本県 熊本市 西区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","43104","熊本県 熊本市 南区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2006100000","2006年度","43105","熊本県 熊本市 北区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2005100000","2005年度","01100","北海道 札幌市","","82,623,469","139,406,042","44,542,009","71,579,311","12,254,060","20,496,614","66,809,286","16,555,342","7,774,242","6,277,121","484,580","1,587,846","7,315,459","16,115,269","208,000","108,102,654","114,131,396","70,994,789","24,958,462","160,136,812","72,965,545","90,514,077","208,000","***","107,594,003"
"2005100000","2005年度","01101","北海道 札幌市 中央区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2005100000","2005年度","01102","北海道 札幌市 北区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2005100000","2005年度","01103","北海道 札幌市 東区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2005100000","2005年度","01104","北海道 札幌市 白石区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2005100000","2005年度","01105","北海道 札幌市 豊平区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2005100000","2005年度","01106","北海道 札幌市 南区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2005100000","2005年度","01107","北海道 札幌市 西区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2005100000","2005年度","01108","北海道 札幌市 厚別区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2005100000","2005年度","01109","北海道 札幌市 手稲区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2005100000","2005年度","01110","北海道 札幌市 清田区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2005100000","2005年度","04100","宮城県 仙台市","","21,490,725","79,807,034","22,217,436","50,009,110","3,461,134","14,044,769","45,155,734","9,708,951","5,062,147","4,080,050","155,798","1,398,292","9,938,799","11,159,338","0","72,023,241","64,165,279","48,093,394","8,989,657","46,606,636","31,406,614","73,467,217","0","***","71,833,156"
"2005100000","2005年度","04101","宮城県 仙台市 青葉区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2005100000","2005年度","04102","宮城県 仙台市 宮城野区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2005100000","2005年度","04103","宮城県 仙台市 若林区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2005100000","2005年度","04104","宮城県 仙台市 太白区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2005100000","2005年度","04105","宮城県 仙台市 泉区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2005100000","2005年度","11100","埼玉県 さいたま市","","4,776,089","92,929,384","14,543,915","73,251,346","711,824","14,395,736","40,798,704","10,294,956","4,388,296","2,987,016","92,381","45,876","7,885,326","8,283,506","0","36,954,814","74,862,024","57,389,196","4,745,614","46,715,493","29,380,444","70,294,956","0","***","36,913,140"
"2005100000","2005年度","11101","埼玉県 さいたま市 西区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2005100000","2005年度","11102","埼玉県 さいたま市 北区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2005100000","2005年度","11103","埼玉県 さいたま市 大宮区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2005100000","2005年度","11104","埼玉県 さいたま市 見沼区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2005100000","2005年度","11105","埼玉県 さいたま市 中央区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2005100000","2005年度","11106","埼玉県 さいたま市 桜区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2005100000","2005年度","11107","埼玉県 さいたま市 浦和区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2005100000","2005年度","11108","埼玉県 さいたま市 南区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2005100000","2005年度","11109","埼玉県 さいたま市 緑区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2005100000","2005年度","11110","埼玉県 さいたま市 岩槻区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2005100000","2005年度","12100","千葉県 千葉市","","10,552,876","81,450,436","19,181,894","53,552,185","5,369,221","12,972,053","40,640,479","11,694,245","4,205,989","2,465,629","182,651","9,403","5,767,999","8,879,280","0","48,951,819","63,103,991","43,799,131","8,717,147","47,308,001","32,201,774","74,851,542","0","***","48,604,789"
"2005100000","2005年度","12101","千葉県 千葉市 中央区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2005100000","2005年度","12102","千葉県 千葉市 花見川区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2005100000","2005年度","12103","千葉県 千葉市 稲毛区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2005100000","2005年度","12104","千葉県 千葉市 若葉区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2005100000","2005年度","12105","千葉県 千葉市 緑区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2005100000","2005年度","12106","千葉県 千葉市 美浜区","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","***","-"
"2005100000","2005年度","13101","東京都 千代田区","","2,133,330","11,038,905","1,493,408","8,102,378","865,596","303,313","5,543,754","1,183,132","1,690,077","0","0","610,342","850,777","624,438","0","1,361,927","11,695,504","7,146,311","652,547","2,413,202","3,780,667","7,178,533","0","***","1,361,717"
"2005100000","2005年度","13102","東京都 中央区","","2,536,174","9,779,270","2,563,974","4,880,118","1,102,851","236,019","9,592,463","3,094,537","702,438","0","0","766,147","2,113,573","1,572,097","0","3,635,312","16,198,962","11,197,979","779,671","4,216,715","3,853,806","10,897,481","0","***","3,633,001"
"2005100000","2005年度","13103","東京都 港区","","1,251,959","18,995,398","6,339,038","5,941,635","5,923,835","549,718","16,618,692","5,187,466","1,524,296","0","0","1,112,606","1,975,236","2,340,339","0","11,113,697","21,770,645","14,377,183","1,029,963","8,778,909","6,516,855","38,997,360","0","***","10,025,230"
"2005100000","2005年度","13104","東京都 新宿区","","1,765,834","7,832,460","2,226,988","2,823,407","2,010,645","572,392","14,289,966","3,608,665","1,855,180","0","117,442","1,206,319","2,182,829","2,321,597","0","5,602,525","28,084,738","16,514,876","1,695,316","24,760,259","5,148,048","6,632,854","0","***","5,599,799"
"2005100000","2005年度","13105","東京都 文京区","","763,822","6,916,785","2,062,615","3,652,535","643,714","329,554","10,051,327","3,074,901","815,342","0","0","807,604","2,314,264","1,663,755","0","4,263,010","19,403,867","10,745,218","420,002","7,575,172","4,066,250","7,141,399","0","***","4,259,491"
