"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2025年06月20日"

"","","","","/項目 コード","D2201","D2209","D320101","D320102","D320108","D320113","D320121","D3203","D320301","D320302","D320303","D3203031","D3203032","D3203033","D3203034","D3203035","D320304","D3203042","D3203043","D3203044","D320305","D3203051","D320306"
"調査年 コード","調査年","地域 コード","地域","/項目","D2201_財政力指数（市町村財政）【‐】","D2209_一般財源（市町村財政）【千円】","D320101_地方税（市町村財政）【千円】","D320102_地方譲与税（市町村財政）【千円】","D320108_地方交付税（市町村財政）【千円】","D320113_国庫支出金（市町村財政）【千円】","D320121_地方債（市町村財政）【千円】","D3203_歳出決算総額（市町村財政）【千円】","D320301_議会費（市町村財政）【千円】","D320302_総務費（市町村財政）【千円】","D320303_民生費（市町村財政）【千円】","D3203031_社会福祉費（市町村財政）【千円】","D3203032_老人福祉費（市町村財政）【千円】","D3203033_児童福祉費（市町村財政）【千円】","D3203034_生活保護費（市町村財政）【千円】","D3203035_災害救助費（市町村財政）【千円】","D320304_衛生費（市町村財政）【千円】","D3203042_保健衛生費（市町村財政）【千円】","D3203043_保健所費（市町村財政）【千円】","D3203044_清掃費（市町村財政）【千円】","D320305_労働費（市町村財政）【千円】","D3203051_失業対策費（市町村財政）【千円】","D320306_農林水産業費（市町村財政）【千円】"
"1988100000","1988年度","04101","宮城県 仙台市 青葉区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","04102","宮城県 仙台市 宮城野区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","04103","宮城県 仙台市 若林区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","04104","宮城県 仙台市 太白区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","04105","宮城県 仙台市 泉区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","11100","埼玉県 さいたま市","","-","***","141,310,958","***","***","***","***","200,636,176","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","11101","埼玉県 さいたま市 西区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","11102","埼玉県 さいたま市 北区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","11103","埼玉県 さいたま市 大宮区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","11104","埼玉県 さいたま市 見沼区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","11105","埼玉県 さいたま市 中央区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","11106","埼玉県 さいたま市 桜区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","11107","埼玉県 さいたま市 浦和区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","11108","埼玉県 さいたま市 南区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","11109","埼玉県 さいたま市 緑区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","11110","埼玉県 さいたま市 岩槻区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","12100","千葉県 千葉市","","1.10","***","119,436,543","***","***","***","***","182,278,372","***","***","***","***","***","8,774,155","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","12101","千葉県 千葉市 中央区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","12102","千葉県 千葉市 花見川区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","12103","千葉県 千葉市 稲毛区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","12104","千葉県 千葉市 若葉区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","12105","千葉県 千葉市 緑区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","12106","千葉県 千葉市 美浜区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","13101","東京都 千代田区","","-","***","21,946,557","***","***","***","***","49,688,609","***","***","***","***","***","2,024,385","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","13102","東京都 中央区","","-","***","19,085,243","***","***","***","***","47,852,861","***","***","***","***","***","2,218,342","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","13103","東京都 港区","","-","***","49,360,512","***","***","***","***","79,199,918","***","***","***","***","***","3,979,081","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","13104","東京都 新宿区","","-","***","44,842,276","***","***","***","***","78,663,495","***","***","***","***","***","5,652,323","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","13105","東京都 文京区","","-","***","26,602,732","***","***","***","***","59,041,242","***","***","***","***","***","3,828,431","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","13106","東京都 台東区","","-","***","21,958,167","***","***","***","***","76,327,762","***","***","***","***","***","2,624,424","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","13107","東京都 墨田区","","-","***","17,605,863","***","***","***","***","68,654,712","***","***","***","***","***","6,129,977","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","13108","東京都 江東区","","-","***","28,800,793","***","***","***","***","90,920,974","***","***","***","***","***","8,499,991","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","13109","東京都 品川区","","-","***","35,453,884","***","***","***","***","86,253,133","***","***","***","***","***","10,127,062","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","13110","東京都 目黒区","","-","***","35,460,108","***","***","***","***","62,533,683","***","***","***","***","***","5,870,022","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","13111","東京都 大田区","","-","***","66,003,868","***","***","***","***","153,137,323","***","***","***","***","***","15,290,027","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","13112","東京都 世田谷区","","-","***","103,178,610","***","***","***","***","167,740,377","***","***","***","***","***","11,425,059","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","13113","東京都 渋谷区","","-","***","42,512,949","***","***","***","***","64,635,284","***","***","***","***","***","5,725,864","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","13114","東京都 中野区","","-","***","31,596,047","***","***","***","***","69,210,607","***","***","***","***","***","8,383,043","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","13115","東京都 杉並区","","-","***","62,814,151","***","***","***","***","100,566,124","***","***","***","***","***","10,241,408","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","13116","東京都 豊島区","","-","***","27,144,588","***","***","***","***","74,549,819","***","***","***","***","***","8,030,584","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","13117","東京都 北区","","-","***","25,025,021","***","***","***","***","113,785,106","***","***","***","***","***","9,127,999","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","13118","東京都 荒川区","","-","***","12,946,458","***","***","***","***","58,204,629","***","***","***","***","***","4,508,203","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","13119","東京都 板橋区","","-","***","38,363,214","***","***","***","***","116,441,949","***","***","***","***","***","14,135,477","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","13120","東京都 練馬区","","-","***","55,599,157","***","***","***","***","148,702,203","***","***","***","***","***","13,544,584","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","13121","東京都 足立区","","-","***","37,807,548","***","***","***","***","149,602,513","***","***","***","***","***","12,069,922","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","13122","東京都 葛飾区","","-","***","27,409,004","***","***","***","***","116,237,978","***","***","***","***","***","10,422,628","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","13123","東京都 江戸川区","","-","***","35,719,870","***","***","***","***","124,946,595","***","***","***","***","***","11,492,345","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","14100","神奈川県 横浜市","","0.89","***","549,681,151","***","***","***","***","926,553,895","***","***","***","***","***","31,803,173","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","14101","神奈川県 横浜市 鶴見区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","14102","神奈川県 横浜市 神奈川区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","14103","神奈川県 横浜市 西区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","14104","神奈川県 横浜市 中区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","14105","神奈川県 横浜市 南区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","14106","神奈川県 横浜市 保土ケ谷区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","14107","神奈川県 横浜市 磯子区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","14108","神奈川県 横浜市 金沢区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","14109","神奈川県 横浜市 港北区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","14110","神奈川県 横浜市 戸塚区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","14111","神奈川県 横浜市 港南区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","14112","神奈川県 横浜市 旭区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","14113","神奈川県 横浜市 緑区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","14114","神奈川県 横浜市 瀬谷区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","14115","神奈川県 横浜市 栄区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","14116","神奈川県 横浜市 泉区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","14117","神奈川県 横浜市 青葉区","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","14118","神奈川県 横浜市 都筑区","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","14130","神奈川県 川崎市","","1.06","***","226,721,616","***","***","***","***","364,945,607","***","***","***","***","***","20,732,954","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","14131","神奈川県 川崎市 川崎区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","14132","神奈川県 川崎市 幸区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","14133","神奈川県 川崎市 中原区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","14134","神奈川県 川崎市 高津区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","14135","神奈川県 川崎市 多摩区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","14136","神奈川県 川崎市 宮前区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","14137","神奈川県 川崎市 麻生区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","14150","神奈川県 相模原市","","-","***","81,810,907","***","***","***","***","121,823,624","***","***","***","***","***","5,859,413","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","14151","神奈川県 相模原市 緑区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","14152","神奈川県 相模原市 中央区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","14153","神奈川県 相模原市 南区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","15100","新潟県 新潟市","","-","***","89,414,238","***","***","***","***","173,878,147","***","***","***","***","***","10,733,936","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","15101","新潟県 新潟市 北区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","15102","新潟県 新潟市 東区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","15103","新潟県 新潟市 中央区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","15104","新潟県 新潟市 江南区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","15105","新潟県 新潟市 秋葉区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","15106","新潟県 新潟市 南区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","15107","新潟県 新潟市 西区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","15108","新潟県 新潟市 西蒲区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","22100","静岡県 静岡市","","-","***","103,699,436","***","***","***","***","167,866,756","***","***","***","***","***","8,382,941","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","22101","静岡県 静岡市 葵区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","22102","静岡県 静岡市 駿河区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","22103","静岡県 静岡市 清水区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","22130","静岡県 浜松市","","-","***","94,026,031","***","***","***","***","190,690,878","***","***","***","***","***","5,872,982","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","22138","静岡県 浜松市 中央区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","22139","静岡県 浜松市 浜名区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","22140","静岡県 浜松市 天竜区","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","23100","愛知県 名古屋市","","1.00","***","416,597,834","***","***","***","***","722,544,198","***","***","***","***","***","35,970,794","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","23101","愛知県 名古屋市 千種区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","23102","愛知県 名古屋市 東区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","23103","愛知県 名古屋市 北区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","23104","愛知県 名古屋市 西区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","23105","愛知県 名古屋市 中村区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","23106","愛知県 名古屋市 中区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","23107","愛知県 名古屋市 昭和区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","23108","愛知県 名古屋市 瑞穂区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","23109","愛知県 名古屋市 熱田区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","23110","愛知県 名古屋市 中川区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","23111","愛知県 名古屋市 港区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","23112","愛知県 名古屋市 南区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","23113","愛知県 名古屋市 守山区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","23114","愛知県 名古屋市 緑区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","23115","愛知県 名古屋市 名東区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","23116","愛知県 名古屋市 天白区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","26100","京都府 京都市","","-","***","220,888,613","***","***","***","***","460,342,575","***","***","***","***","***","30,288,712","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","26101","京都府 京都市 北区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","26102","京都府 京都市 上京区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","26103","京都府 京都市 左京区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","26104","京都府 京都市 中京区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","26105","京都府 京都市 東山区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","26106","京都府 京都市 下京区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","26107","京都府 京都市 南区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","26108","京都府 京都市 右京区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","26109","京都府 京都市 伏見区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","26110","京都府 京都市 山科区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","26111","京都府 京都市 西京区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","27100","大阪府 大阪市","","1.01","***","679,785,640","***","***","***","***","1,264,163,380","***","***","***","***","***","48,298,612","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","27102","大阪府 大阪市 都島区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","27103","大阪府 大阪市 福島区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","27104","大阪府 大阪市 此花区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","27106","大阪府 大阪市 西区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","27107","大阪府 大阪市 港区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","27108","大阪府 大阪市 大正区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","27109","大阪府 大阪市 天王寺区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","27111","大阪府 大阪市 浪速区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","27113","大阪府 大阪市 西淀川区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","27114","大阪府 大阪市 東淀川区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","27115","大阪府 大阪市 東成区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","27116","大阪府 大阪市 生野区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","27117","大阪府 大阪市 旭区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","27118","大阪府 大阪市 城東区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","27119","大阪府 大阪市 阿倍野区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","27120","大阪府 大阪市 住吉区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","27121","大阪府 大阪市 東住吉区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","27122","大阪府 大阪市 西成区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","27123","大阪府 大阪市 淀川区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","27124","大阪府 大阪市 鶴見区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","27125","大阪府 大阪市 住之江区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","27126","大阪府 大阪市 平野区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","27127","大阪府 大阪市 北区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","27128","大阪府 大阪市 中央区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","27140","大阪府 堺市","","-","***","117,882,749","***","***","***","***","187,391,184","***","***","***","***","***","12,273,507","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","27141","大阪府 堺市 堺区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","27142","大阪府 堺市 中区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","27143","大阪府 堺市 東区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","27144","大阪府 堺市 西区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","27145","大阪府 堺市 南区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","27146","大阪府 堺市 北区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","27147","大阪府 堺市 美原区","","-","***","-","***","***","***","***","-","***","***","***","***","***","-","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","27202","大阪府 岸和田市","","0.82","***","21,251,965","***","***","***","***","39,221,286","***","***","***","***","***","3,437,463","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","27203","大阪府 豊中市","","1.12","***","61,934,321","***","***","***","***","90,176,520","***","***","***","***","***","6,791,444","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","27204","大阪府 池田市","","1.05","***","15,731,947","***","***","***","***","24,949,363","***","***","***","***","***","1,314,411","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","27205","大阪府 吹田市","","1.13","***","53,137,403","***","***","***","***","73,581,567","***","***","***","***","***","5,778,083","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","27206","大阪府 泉大津市","","0.85","***","8,924,443","***","***","***","***","15,741,590","***","***","***","***","***","757,464","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","27207","大阪府 高槻市","","0.98","***","45,833,736","***","***","***","***","72,186,163","***","***","***","***","***","4,334,440","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","27208","大阪府 貝塚市","","0.71","***","7,596,761","***","***","***","***","18,219,814","***","***","***","***","***","1,328,960","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","27209","大阪府 守口市","","0.93","***","23,368,180","***","***","***","***","39,856,436","***","***","***","***","***","3,095,321","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","27210","大阪府 枚方市","","0.96","***","49,956,667","***","***","***","***","75,449,427","***","***","***","***","***","5,881,910","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","27211","大阪府 茨木市","","1.16","***","38,992,123","***","***","***","***","53,881,951","***","***","***","***","***","3,331,395","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","27212","大阪府 八尾市","","0.98","***","35,297,909","***","***","***","***","62,133,820","***","***","***","***","***","4,666,106","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","27213","大阪府 泉佐野市","","0.89","***","11,051,133","***","***","***","***","20,773,470","***","***","***","***","***","1,985,823","***","***","***","***","***","***","***","***","***"
"1988100000","1988年度","27214","大阪府 富田林市","","0.77","***","10,677,026","***","***","***","***","24,193,703","***","***","***","***","***","1,692,978","***","***","***","***","***","***","***","***","***"
