"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2025年06月20日"

"","","","","/項目 コード","C620101","C620105","C620106","C620107","C620108","C620109","C620110","C620111","C620114","C620115","C620116","C620117","C620118","C620119","C620120","C620121","C620122"
"調査年 コード","調査年","地域 コード","地域","/項目","C620101_純付加価値額（民営）（農林漁業）【百万円】","C620105_純付加価値額（民営）（鉱業、採石業、砂利採取業）【百万円】","C620106_純付加価値額（民営）（建設業）【百万円】","C620107_純付加価値額（民営）（製造業）【百万円】","C620108_純付加価値額（民営）（電気・ガス・熱供給・水道業）【百万円】","C620109_純付加価値額（民営）（情報通信業）【百万円】","C620110_純付加価値額（民営）（運輸業、郵便業）【百万円】","C620111_純付加価値額（民営）（卸売業、小売業）【百万円】","C620114_純付加価値額（民営）（金融業、保険業）【百万円】","C620115_純付加価値額（民営）（不動産業、物品賃貸業）【百万円】","C620116_純付加価値額（民営）（学術研究、専門・技術サービス業）【百万円】","C620117_純付加価値額（民営）（宿泊業、飲食サービス業）【百万円】","C620118_純付加価値額（民営）（生活関連サービス業、娯楽業）【百万円】","C620119_純付加価値額（民営）（教育、学習支援業）【百万円】","C620120_純付加価値額（民営）（医療、福祉）【百万円】","C620121_純付加価値額（民営）（複合サービス事業）【百万円】","C620122_純付加価値額（民営）（サービス業（他に分類されないもの））【百万円】"
"2015100000","2015年度","27127","大阪府 大阪市 北区","","41","X","253,836","121,693","106,654","484,531","86,606","823,506","288,391","172,415","291,770","133,791","67,742","36,367","158,161","X","296,501"
"2015100000","2015年度","27128","大阪府 大阪市 中央区","","370","0","278,255","158,449","84,424","422,526","127,486","1,225,694","589,071","212,686","291,141","104,784","116,480","17,500","84,274","10,601","267,503"
"2015100000","2015年度","27140","大阪府 堺市","","1,415","0","108,173","497,080","25,651","9,284","88,145","268,879","75,631","32,113","28,433","45,348","38,306","46,304","183,202","7,590","59,041"
"2015100000","2015年度","27141","大阪府 堺市 堺区","","775","0","28,871","236,464","15,503","4,734","30,331","77,280","45,001","11,712","15,678","14,671","7,517","6,625","45,289","690","26,907"
"2015100000","2015年度","27142","大阪府 堺市 中区","","398","0","14,000","32,483","X","X","7,549","32,888","X","3,446","1,477","5,827","4,161","14,394","28,227","1,596","6,849"
"2015100000","2015年度","27143","大阪府 堺市 東区","","X","0","4,115","9,769","X","X","2,543","13,560","4,805","540","1,055","2,297","2,264","3,883","12,872","234","3,196"
"2015100000","2015年度","27144","大阪府 堺市 西区","","103","0","21,985","111,614","9,834","542","25,246","57,811","7,501","4,944","5,267","7,194","8,034","6,372","31,698","1,135","9,659"
"2015100000","2015年度","27145","大阪府 堺市 南区","","106","0","8,629","18,588","X","X","8,530","22,782","7,687","1,939","885","6,669","6,563","8,284","24,219","1,633","1,599"
"2015100000","2015年度","27146","大阪府 堺市 北区","","X","0","22,195","37,196","0","X","6,539","41,194","7,396","7,670","3,604","7,418","9,141","5,416","34,070","1,602","8,191"
"2015100000","2015年度","27147","大阪府 堺市 美原区","","0","0","8,377","50,966","0","X","7,408","23,364","X","1,864","465","1,272","626","1,330","6,827","700","2,639"
"2015100000","2015年度","27202","大阪府 岸和田市","","331","0","17,461","51,531","1,760","1,172","13,254","48,876","19,083","9,552","4,490","10,057","7,816","4,797","41,119","2,139","11,387"
"2015100000","2015年度","27203","大阪府 豊中市","","148","0","38,576","76,613","9,152","15,281","71,093","115,756","46,433","22,206","28,090","25,133","20,490","28,251","81,757","3,065","25,996"
"2015100000","2015年度","27204","大阪府 池田市","","200","0","5,868","73,524","496","1,085","17,877","22,048","12,259","4,442","5,650","7,517","8,028","3,383","16,253","477","4,556"
"2015100000","2015年度","27205","大阪府 吹田市","","42","0","46,425","47,512","1,194","14,507","34,220","192,724","26,080","27,315","51,224","16,255","34,811","57,629","83,788","3,589","34,458"
"2015100000","2015年度","27206","大阪府 泉大津市","","X","0","6,737","26,630","X","419","28,602","30,322","6,149","6,723","1,445","4,265","3,075","1,306","10,016","1,138","5,535"
"2015100000","2015年度","27207","大阪府 高槻市","","245","X","25,862","82,026","8,365","2,459","34,088","117,028","23,542","15,528","29,744","16,853","22,253","12,004","89,120","X","13,708"
"2015100000","2015年度","27208","大阪府 貝塚市","","37","0","6,968","46,264","0","1,107","8,726","24,080","5,121","2,696","913","3,836","3,627","2,145","19,996","1,426","4,188"
"2015100000","2015年度","27209","大阪府 守口市","","138","0","15,554","42,816","2,225","3,330","9,784","46,433","14,080","7,502","5,118","8,407","11,486","5,685","42,203","517","7,882"
"2015100000","2015年度","27210","大阪府 枚方市","","67","0","30,923","157,413","1,814","1,877","28,860","83,057","30,965","14,129","14,723","17,711","16,621","27,677","91,481","2,841","17,562"
"2015100000","2015年度","27211","大阪府 茨木市","","285","X","23,935","73,672","762","3,311","X","139,678","30,137","20,125","18,538","20,317","19,035","30,121","52,630","1,843","23,260"
"2015100000","2015年度","27212","大阪府 八尾市","","296","0","22,801","216,485","X","2,665","X","97,188","19,407","11,244","3,778","12,190","16,411","5,462","47,577","2,580","11,151"
"2015100000","2015年度","27213","大阪府 泉佐野市","","63","0","7,776","43,121","964","2,432","60,011","50,917","9,041","5,512","2,061","5,317","4,904","3,119","27,480","3,734","12,018"
"2015100000","2015年度","27214","大阪府 富田林市","","307","0","5,261","40,189","X","373","3,741","18,933","X","2,441","1,707","8,608","3,475","5,165","23,627","2,519","5,577"
"2015100000","2015年度","27215","大阪府 寝屋川市","","43","0","16,589","55,361","188","2,182","33,765","63,497","14,672","11,157","8,538","10,993","13,701","12,057","44,351","1,014","9,311"
"2015100000","2015年度","27216","大阪府 河内長野市","","55","0","4,126","21,923","X","309","4,308","19,723","5,504","1,627","6,866","2,723","3,841","3,364","25,379","X","3,485"
"2015100000","2015年度","27217","大阪府 松原市","","32","0","10,132","52,788","513","56","9,294","32,984","7,276","4,494","1,350","4,471","2,190","6,254","22,519","711","4,038"
"2015100000","2015年度","27218","大阪府 大東市","","X","0","9,856","82,754","769","X","15,814","32,573","6,582","7,497","3,746","6,074","7,146","12,202","20,049","1,776","6,326"
"2015100000","2015年度","27219","大阪府 和泉市","","209","0","11,429","51,827","X","225","18,709","51,849","10,258","5,314","4,334","7,472","7,268","8,333","36,740","X","6,969"
"2015100000","2015年度","27220","大阪府 箕面市","","242","X","14,068","10,096","X","2,154","8,858","68,099","6,118","6,137","4,013","8,613","6,328","6,035","21,132","1,013","8,329"
"2015100000","2015年度","27221","大阪府 柏原市","","74","0","3,924","71,302","X","X","1,449","13,701","2,188","1,424","395","1,920","1,341","7,208","16,790","1,230","967"
"2015100000","2015年度","27222","大阪府 羽曳野市","","X","0","11,381","32,378","1,719","X","11,649","21,726","3,008","3,044","4,705","4,046","11,570","6,201","27,980","676","4,004"
"2015100000","2015年度","27223","大阪府 門真市","","272","0","16,953","132,446","84","16,856","20,317","40,088","11,210","10,944","40,109","1,269","5,679","3,267","25,241","1,483","12,884"
"2015100000","2015年度","27224","大阪府 摂津市","","15","0","16,796","103,574","181","451","78,919","42,171","4,634","6,801","9,575","3,387","2,623","4,105","12,624","1,321","12,975"
"2015100000","2015年度","27225","大阪府 高石市","","X","0","7,373","46,518","6,067","64","9,295","10,230","3,211","1,837","1,867","2,724","1,290","4,587","13,653","X","4,164"
"2015100000","2015年度","27226","大阪府 藤井寺市","","X","0","4,718","14,711","411","X","6,033","14,795","7,873","4,588","1,220","3,910","2,794","2,563","10,174","305","2,819"
"2015100000","2015年度","27227","大阪府 東大阪市","","192","0","53,448","361,933","12,319","6,017","83,266","290,319","61,072","27,235","13,932","24,158","30,854","32,326","98,656","5,490","27,567"
"2015100000","2015年度","27228","大阪府 泉南市","","105","0","3,429","23,628","469","20","16,409","15,282","1,870","1,784","1,690","2,696","1,780","339","12,549","1,274","3,748"
"2015100000","2015年度","27229","大阪府 四條畷市","","206","0","4,218","7,642","X","1,227","3,517","12,035","X","1,747","585","3,128","1,795","2,690","9,951","676","905"
"2015100000","2015年度","27230","大阪府 交野市","","X","0","4,765","20,632","X","16","2,892","11,167","2,474","1,265","1,032","1,646","1,858","2,589","10,413","880","1,843"
"2015100000","2015年度","27231","大阪府 大阪狭山市","","116","0","2,381","18,178","X","533","2,442","13,467","3,952","2,114","718","3,532","2,073","6,621","28,286","X","2,091"
"2015100000","2015年度","27232","大阪府 阪南市","","X","X","2,836","6,532","X","84","869","7,870","1,884","483","476","1,268","1,371","760","9,002","902","1,059"
"2015100000","2015年度","27301","大阪府 島本町","","0","0","1,224","14,233","X","61","526","3,322","X","303","14,955","510","2,567","500","4,510","164","399"
"2015100000","2015年度","27321","大阪府 豊能町","","X","0","851","1,054","0","7","61","1,246","262","97","41","145","262","53","1,654","X","106"
"2015100000","2015年度","27322","大阪府 能勢町","","96","0","559","3,071","X","X","527","2,320","X","10","39","465","349","118","1,141","271","317"
"2015100000","2015年度","27341","大阪府 忠岡町","","0","0","2,900","15,165","X","0","3,237","4,226","X","820","163","359","323","35","2,616","123","1,219"
"2015100000","2015年度","27361","大阪府 熊取町","","X","0","2,069","7,785","X","-67","736","5,611","860","-401","1,109","1,328","621","4,662","11,689","546","788"
"2015100000","2015年度","27362","大阪府 田尻町","","X","0","502","1,590","X","X","32,582","5,103","513","306","40","2,404","272","19","1,146","X","2,558"
"2015100000","2015年度","27366","大阪府 岬町","","X","0","1,171","1,626","X","0","X","1,484","359","52","153","371","489","198","2,265","362","730"
"2015100000","2015年度","27381","大阪府 太子町","","X","X","864","2,559","0","0","647","1,304","X","157","17","224","271","775","1,738","352","129"
"2015100000","2015年度","27382","大阪府 河南町","","X","0","1,410","7,551","0","X","1,871","1,903","91","354","230","151","128","2,386","1,728","230","1,269"
"2015100000","2015年度","27383","大阪府 千早赤阪村","","X","0","501","2,935","0","0","654","863","0","61","122","106","84","14","284","X","70"
"2015100000","2015年度","28100","兵庫県 神戸市","","2,091","X","175,836","591,393","X","97,468","291,943","903,922","220,454","113,300","174,972","183,136","93,477","123,310","441,051","15,167","198,894"
"2015100000","2015年度","28101","兵庫県 神戸市 東灘区","","93","0","15,583","96,825","628","3,044","64,089","94,521","13,008","8,382","6,595","13,088","9,676","23,645","37,222","669","21,621"
"2015100000","2015年度","28102","兵庫県 神戸市 灘区","","X","0","12,442","19,977","X","7,785","13,197","38,849","11,372","7,672","4,745","9,578","5,367","21,615","26,178","X","7,756"
"2015100000","2015年度","28105","兵庫県 神戸市 兵庫区","","60","0","22,821","118,779","X","10,091","14,486","107,964","8,189","7,540","32,409","2,195","6,795","1,362","32,122","X","16,674"
"2015100000","2015年度","28106","兵庫県 神戸市 長田区","","0","0","10,536","37,342","77","2,047","7,890","35,981","7,131","3,811","2,519","5,126","2,883","6,971","24,523","1,371","5,615"
"2015100000","2015年度","28107","兵庫県 神戸市 須磨区","","X","0","9,767","9,798","0","167","16,393","42,815","8,923","6,169","2,395","8,692","5,584","10,650","32,977","X","4,696"
"2015100000","2015年度","28108","兵庫県 神戸市 垂水区","","0","0","8,478","3,071","0","666","7,524","34,695","7,106","5,561","1,659","8,827","5,039","4,314","35,754","789","2,938"
"2015100000","2015年度","28109","兵庫県 神戸市 北区","","382","0","11,048","19,103","529","2,609","14,875","47,987","7,691","4,692","2,151","24,434","10,965","6,559","50,048","4,821","5,453"
"2015100000","2015年度","28110","兵庫県 神戸市 中央区","","434","0","62,929","114,917","25,613","61,835","121,058","402,141","145,029","60,668","82,780","97,474","37,535","32,817","150,816","1,631","115,715"
"2015100000","2015年度","28111","兵庫県 神戸市 西区","","1,061","X","22,231","171,583","X","9,226","32,431","98,968","12,005","8,804","39,719","13,722","9,633","15,378","51,412","2,607","18,425"
"2015100000","2015年度","33100","岡山県 岡山市","","2,606","244","130,406","194,551","16,457","56,167","102,494","377,122","123,577","47,002","62,900","48,746","38,015","62,054","194,864","10,746","89,905"
"2015100000","2015年度","33101","岡山県 岡山市 北区","","1,154","X","72,106","64,559","X","45,807","49,272","226,174","106,838","33,022","44,725","34,461","19,976","49,710","113,049","4,075","57,934"
"2015100000","2015年度","33102","岡山県 岡山市 中区","","116","X","17,090","21,580","X","3,532","19,970","42,596","7,619","3,756","5,886","5,968","5,944","4,820","33,356","1,850","10,478"
"2015100000","2015年度","33103","岡山県 岡山市 東区","","292","X","8,658","57,910","X","474","10,743","24,594","3,623","1,696","2,052","2,816","2,486","5,272","16,457","2,696","5,534"
"2015100000","2015年度","33104","岡山県 岡山市 南区","","1,044","0","32,551","50,502","4,170","6,355","22,509","83,758","5,498","8,527","10,236","5,502","9,610","2,252","32,003","2,126","15,959"
"2015100000","2015年度","34100","広島県 広島市","","3,120","0","258,143","401,563","70,610","177,026","156,241","735,517","208,746","113,000","109,279","99,834","80,710","78,779","309,373","25,263","181,427"
"2015100000","2015年度","34101","広島県 広島市 中区","","213","0","92,054","31,925","50,007","137,195","18,411","258,301","153,443","50,272","42,739","46,077","18,208","12,597","82,163","9,651","83,491"
"2015100000","2015年度","34102","広島県 広島市 東区","","68","0","22,481","X","X","3,108","17,458","45,682","10,458","4,822","11,155","4,349","4,300","6,609","30,098","730","22,436"
"2015100000","2015年度","34103","広島県 広島市 南区","","X","0","34,977","X","X","22,342","39,332","124,466","14,570","12,908","14,123","21,418","23,489","13,212","42,906","3,439","24,119"
"2015100000","2015年度","34104","広島県 広島市 西区","","332","0","50,374","64,207","1,839","10,065","27,194","141,668","11,395","21,500","25,037","9,723","10,805","11,205","42,606","1,172","20,416"
"2015100000","2015年度","34105","広島県 広島市 安佐南区","","227","0","28,979","19,138","2,344","3,233","21,039","85,344","7,881","12,451","7,977","11,398","11,082","22,584","40,773","4,175","14,737"
"2015100000","2015年度","34106","広島県 広島市 安佐北区","","776","0","12,101","57,136","2,453","378","11,140","27,124","4,385","3,102","2,464","150","4,431","4,923","30,729","3,452","6,976"
"2015100000","2015年度","34107","広島県 広島市 安芸区","","X","0","4,638","45,906","1,336","X","12,303","20,963","1,552","1,588","2,842","1,410","2,592","2,127","12,404","715","4,624"
"2015100000","2015年度","34108","広島県 広島市 佐伯区","","1,387","0","12,540","19,267","X","X","9,363","31,969","5,063","6,356","2,943","5,309","5,805","5,522","27,694","1,928","4,627"
"2015100000","2015年度","40100","福岡県 北九州市","","799","1,347","178,519","356,035","31,696","46,886","148,692","375,248","100,462","61,518","75,684","66,659","56,403","50,954","269,817","12,154","117,288"
"2015100000","2015年度","40101","福岡県 北九州市 門司区","","X","X","13,394","34,540","X","732","41,176","23,449","4,416","1,838","2,582","5,551","8,664","2,791","27,635","1,651","10,015"
"2015100000","2015年度","40103","福岡県 北九州市 若松区","","246","0","13,216","71,821","601","266","18,291","23,049","3,615","3,077","6,197","6,908","2,002","3,412","18,332","1,352","11,498"
"2015100000","2015年度","40105","福岡県 北九州市 戸畑区","","X","X","42,145","49,358","3,758","10,183","6,979","19,681","2,665","2,167","10,530","3,077","1,791","3,861","12,510","761","10,457"
"2015100000","2015年度","40106","福岡県 北九州市 小倉北区","","108","X","31,687","60,099","X","27,177","49,676","143,635","61,667","32,713","36,395","22,679","17,931","14,839","64,230","1,796","50,750"
"2015100000","2015年度","40107","福岡県 北九州市 小倉南区","","334","938","29,201","31,730","495","743","15,379","65,704","5,352","5,870","3,455","10,402","8,740","7,493","50,094","1,476","9,775"
"2015100000","2015年度","40108","福岡県 北九州市 八幡東区","","X","0","11,314","25,767","X","4,024","4,066","21,986","7,230","4,295","3,873","3,816","5,509","3,680","24,048","991","7,859"
"2015100000","2015年度","40109","福岡県 北九州市 八幡西区","","X","0","37,562","82,721","X","3,762","13,126","77,745","15,517","11,559","12,653","14,226","11,766","14,879","72,968","4,127","16,935"
"2015100000","2015年度","40130","福岡県 福岡市","","1,036","231","403,176","142,346","109,284","390,398","253,118","1,239,262","363,897","223,100","279,243","195,380","117,176","134,779","359,277","21,532","371,874"
"2015100000","2015年度","40131","福岡県 福岡市 東区","","97","X","40,060","36,053","X","1,670","116,792","143,536","13,418","13,276","18,838","12,369","13,279","34,840","60,690","3,648","40,131"
"2015100000","2015年度","40132","福岡県 福岡市 博多区","","178","X","161,856","44,534","X","171,643","75,874","617,654","151,780","102,771","91,154","82,714","32,992","13,874","81,667","3,130","154,305"
"2015100000","2015年度","40133","福岡県 福岡市 中央区","","197","0","104,415","15,199","80,889","141,312","27,279","290,400","167,702","79,340","126,904","63,188","41,289","21,418","72,037","5,619","147,339"
"2015100000","2015年度","40134","福岡県 福岡市 南区","","X","0","43,610","15,632","57","5,681","9,084","65,784","8,508","10,329","23,885","9,317","10,077","10,584","14,991","X","7,655"
"2015100000","2015年度","40135","福岡県 福岡市 西区","","323","X","18,465","21,717","X","X","10,680","56,442","10,274","5,731","9,086","11,522","8,765","14,356","51,067","2,152","9,388"
"2015100000","2015年度","40136","福岡県 福岡市 城南区","","0","0","9,484","1,475","X","X","5,784","20,168","2,021","3,039","2,233","4,581","4,037","24,308","33,166","1,893","2,264"
"2015100000","2015年度","40137","福岡県 福岡市 早良区","","X","0","25,286","7,737","601","67,839","7,625","45,278","10,192","8,614","7,143","11,688","6,737","15,399","45,658","X","10,792"
"2015100000","2015年度","43100","熊本県 熊本市","","3,031","X","99,574","120,590","12,595","46,864","40,586","315,397","118,065","41,677","44,628","52,109","36,506","X","217,192","17,432","79,111"
"2015100000","2015年度","43101","熊本県 熊本市 中央区","","-185","X","23,089","9,615","X","38,778","3,415","100,457","96,387","23,165","25,077","26,951","14,792","30,629","79,015","8,864","46,530"
"2015100000","2015年度","43102","熊本県 熊本市 東区","","254","0","31,360","21,506","255","2,119","12,126","76,272","6,955","8,396","10,511","9,358","8,179","8,360","53,250","4,954","9,952"
"2015100000","2015年度","43103","熊本県 熊本市 西区","","687","0","7,691","6,763","2,348","2,095","9,546","48,024","5,808","1,936","1,401","5,223","2,859","5,906","17,242","836","4,231"
"2015100000","2015年度","43104","熊本県 熊本市 南区","","1,123","X","25,039","26,489","X","1,870","10,511","61,435","4,250","5,628","4,440","5,195","6,169","X","37,492","1,706","7,847"
"2015100000","2015年度","43105","熊本県 熊本市 北区","","1,152","0","12,395","56,216","160","2,002","4,988","29,208","4,664","2,552","3,199","5,383","4,508","2,531","30,193","1,071","10,551"
"2011100000","2011年度","01100","北海道 札幌市","","2,509","457","255,735","143,268","39,982","240,120","155,832","842,518","260,393","157,898","125,714","133,807","97,924","99,316","396,201","16,430","229,210"
"2011100000","2011年度","01101","北海道 札幌市 中央区","","715","X","75,071","17,526","32,746","181,117","30,528","330,152","185,517","88,303","66,334","69,618","41,728","17,498","81,776","5,778","133,492"
"2011100000","2011年度","01102","北海道 札幌市 北区","","281","0","32,239","10,601","X","17,044","10,335","90,711","16,971","15,055","13,547","14,300","9,290","40,248","52,733","1,721","21,554"
"2011100000","2011年度","01103","北海道 札幌市 東区","","X","0","40,808","25,760","435","11,831","26,279","113,661","8,670","12,360","11,046","6,885","9,310","6,645","44,143","2,165","18,091"
"2011100000","2011年度","01104","北海道 札幌市 白石区","","218","0","37,942","28,271","1,606","4,697","39,861","107,644","17,283","11,539","7,446","8,311","8,815","2,124","46,681","1,068","19,798"
"2011100000","2011年度","01105","北海道 札幌市 豊平区","","48","X","18,201","7,266","0","13,964","5,451","41,146","9,644","8,898","11,973","9,118","4,311","12,833","27,521","1,297","9,380"
"2011100000","2011年度","01106","北海道 札幌市 南区","","59","519","7,770","1,855","1,237","871","5,558","14,606","3,871","2,897","1,470","6,219","4,608","4,713","25,469","965","2,242"
"2011100000","2011年度","01107","北海道 札幌市 西区","","26","0","19,186","31,656","804","970","16,174","67,012","6,457","8,450","5,954","6,262","6,586","3,204","43,842","1,190","9,708"
"2011100000","2011年度","01108","北海道 札幌市 厚別区","","730","0","7,002","8,682","X","8,771","7,964","27,800","5,919","4,756","5,440","4,171","3,607","5,225","23,749","924","5,850"
"2011100000","2011年度","01109","北海道 札幌市 手稲区","","X","X","7,409","7,099","X","364","6,114","25,200","3,234","3,522","779","6,068","3,196","3,222","24,192","745","2,959"
"2011100000","2011年度","01110","北海道 札幌市 清田区","","200","X","10,108","4,552","X","491","7,567","24,585","2,827","2,118","1,724","2,856","6,473","3,604","26,094","578","6,136"
"2011100000","2011年度","04100","宮城県 仙台市","","980","330","241,797","101,860","10,199","198,711","129,732","764,534","273,541","99,389","84,296","77,767","51,095","96,536","231,439","10,499","162,748"
"2011100000","2011年度","04101","宮城県 仙台市 青葉区","","425","X","116,339","18,470","7,381","152,916","32,071","277,403","233,332","56,818","53,775","39,795","18,839","70,958","94,486","4,427","85,224"
"2011100000","2011年度","04102","宮城県 仙台市 宮城野区","","174","77","43,260","46,185","461","26,292","52,233","167,002","19,306","14,894","11,788","12,564","13,584","6,463","41,581","3,452","42,662"
"2011100000","2011年度","04103","宮城県 仙台市 若林区","","82","0","32,422","15,870","X","11,135","23,736","125,472","6,253","9,387","5,953","4,788","5,384","3,756","25,522","1,067","15,841"
"2011100000","2011年度","04104","宮城県 仙台市 太白区","","112","212","18,640","2,827","X","2,691","11,633","55,191","4,731","7,308","5,116","11,192","5,684","6,099","37,537","844","7,307"
"2011100000","2011年度","04105","宮城県 仙台市 泉区","","187","X","31,137","18,507","836","5,677","10,059","139,466","9,918","10,982","7,665","9,427","7,605","9,261","32,313","709","11,714"
"2011100000","2011年度","11100","埼玉県 さいたま市","","959","0","172,436","215,201","35,525","81,223","124,847","579,557","446,034","94,636","72,152","76,657","56,438","53,813","191,287","9,745","151,171"
"2011100000","2011年度","11101","埼玉県 さいたま市 西区","","138","0","9,124","15,368","0","64","6,529","17,104","1,525","2,838","1,203","1,703","4,617","986","15,055","867","4,576"
"2011100000","2011年度","11102","埼玉県 さいたま市 北区","","X","0","22,322","61,707","X","3,654","16,726","108,450","4,846","6,295","20,472","10,099","5,036","2,724","13,088","954","14,050"
"2011100000","2011年度","11103","埼玉県 さいたま市 大宮区","","X","0","54,390","17,137","3,427","28,074","32,461","158,742","85,410","35,925","13,739","23,778","14,305","11,115","33,875","539","56,652"
"2011100000","2011年度","11104","埼玉県 さいたま市 見沼区","","92","0","15,414","14,520","X","1,225","3,699","39,448","5,787","5,654","2,537","5,628","3,508","5,054","19,410","467","7,173"
"2011100000","2011年度","11105","埼玉県 さいたま市 中央区","","X","0","10,410","10,191","9,271","15,023","12,802","55,279","125,101","4,367","7,876","5,684","2,955","2,125","15,903","3,700","10,633"
"2011100000","2011年度","11106","埼玉県 さいたま市 桜区","","X","0","7,463","18,602","X","1,759","5,825","28,382","1,081","1,792","1,953","5,445","4,119","9,048","11,045","406","7,464"
"2011100000","2011年度","11107","埼玉県 さいたま市 浦和区","","69","0","14,888","4,065","12,737","24,088","5,319","36,278","70,152","13,773","10,682","9,289","8,495","5,725","45,450","610","29,312"
"2011100000","2011年度","11108","埼玉県 さいたま市 南区","","0","0","17,732","23,476","8,994","4,825","15,515","78,196","145,678","16,929","9,745","6,698","5,906","6,316","12,876","697","11,496"
"2011100000","2011年度","11109","埼玉県 さいたま市 緑区","","315","0","10,197","6,467","0","2,348","7,047","25,956","2,205","3,444","1,584","4,147","3,074","5,174","11,754","672","1,929"
"2011100000","2011年度","11110","埼玉県 さいたま市 岩槻区","","199","0","10,495","43,668","X","163","18,924","31,722","4,250","3,617","2,362","4,185","4,423","5,544","12,832","833","7,887"
"2011100000","2011年度","12100","千葉県 千葉市","","1,481","X","147,288","129,723","40,038","90,220","134,722","415,919","175,279","77,139","226,335","51,845","37,740","50,465","155,886","5,123","122,738"
"2011100000","2011年度","12101","千葉県 千葉市 中央区","","X","0","62,897","38,340","24,712","29,794","74,969","138,243","106,231","25,944","29,834","19,816","13,890","14,806","67,584","1,973","61,274"
"2011100000","2011年度","12102","千葉県 千葉市 花見川区","","31","0","19,545","22,348","0","1,116","9,475","35,323","5,629","6,518","2,794","5,835","4,001","2,225","15,623","867","10,496"
"2011100000","2011年度","12103","千葉県 千葉市 稲毛区","","239","0","15,004","21,845","X","623","16,111","47,362","5,746","5,663","8,909","5,556","8,512","18,231","15,977","388","7,927"
"2011100000","2011年度","12104","千葉県 千葉市 若葉区","","233","0","15,387","5,777","3,697","734","6,264","48,975","4,215","4,375","2,654","5,117","3,899","3,687","18,878","683","7,090"
"2011100000","2011年度","12105","千葉県 千葉市 緑区","","182","X","11,213","7,408","X","1,603","6,425","26,619","5,082","3,192","8,423","3,537","5,012","2,379","22,379","597","3,465"
"2011100000","2011年度","12106","千葉県 千葉市 美浜区","","X","0","23,241","34,005","11,459","56,351","21,480","119,398","48,376","31,446","173,722","11,984","2,426","9,137","15,445","615","32,487"
"2011100000","2011年度","13101","東京都 千代田区","","27","X","184,912","328,506","94,205","1,414,234","242,093","1,659,291","2,698,838","544,566","971,205","115,883","48,800","113,023","2,726,832","7,954","883,190"
"2011100000","2011年度","13102","東京都 中央区","","662","712","185,256","288,834","54,910","531,837","121,012","2,058,413","670,724","411,697","430,144","106,840","82,751","15,514","118,858","3,170","365,866"
"2011100000","2011年度","13103","東京都 港区","","1,099","543","449,814","618,265","149,673","2,067,295","311,718","1,795,015","666,699","535,365","1,315,501","158,461","99,737","83,079","142,182","5,780","454,401"
"2011100000","2011年度","13104","東京都 新宿区","","101","X","229,551","108,260","80,009","655,197","62,204","723,829","380,363","330,390","244,376","129,518","81,870","163,784","111,481","3,118","309,294"
"2011100000","2011年度","13105","東京都 文京区","","-13","X","42,392","102,811","1,733","172,376","21,100","261,677","157,312","39,506","46,997","26,444","29,809","108,226","72,866","1,488","88,734"
"2011100000","2011年度","13106","東京都 台東区","","X","X","62,348","83,179","6,198","55,443","66,101","534,191","59,376","53,861","50,343","49,314","36,493","14,605","44,610","2,173","55,226"
"2011100000","2011年度","13107","東京都 墨田区","","0","X","58,973","149,157","X","30,723","48,220","270,422","33,841","28,671","43,346","24,312","24,957","6,887","35,289","1,378","55,737"
"2011100000","2011年度","13108","東京都 江東区","","200","0","138,554","272,175","51,164","445,009","168,310","443,728","128,225","85,695","144,617","40,447","30,095","20,601","59,403","1,803","150,792"
"2011100000","2011年度","13109","東京都 品川区","","87","X","121,769","132,474","20,512","478,872","194,269","602,031","162,386","85,893","113,584","52,681","101,082","30,533","76,578","1,985","112,906"
"2011100000","2011年度","13110","東京都 目黒区","","161","X","X","43,621","11,910","39,661","18,682","143,605","34,056","21,677","34,007","18,013","33,796","37,181","30,245","1,002","60,125"
"2011100000","2011年度","13111","東京都 大田区","","558","X","72,520","193,676","14,362","98,002","425,505","466,428","64,581","61,316","35,856","44,972","34,763","30,659","114,544","3,451","81,556"
"2011100000","2011年度","13112","東京都 世田谷区","","778","X","60,238","26,002","16,898","52,304","66,075","263,773","58,489","46,822","34,307","39,909","29,488","85,579","91,620","5,313","30,684"
"2011100000","2011年度","13113","東京都 渋谷区","","478","X","118,423","138,666","8,036","452,787","90,637","579,935","252,702","171,928","160,645","73,785","66,820","67,309","60,529","1,738","209,541"
"2011100000","2011年度","13114","東京都 中野区","","26","0","27,199","X","2,182","39,455","22,878","109,090","36,888","26,425","18,445","11,192","13,182","16,506","32,228","1,612","36,544"
"2011100000","2011年度","13115","東京都 杉並区","","167","0","78,408","16,924","16,992","25,325","30,511","164,288","35,453","34,345","17,304","28,379","20,721","30,604","80,499","2,388","27,554"
"2011100000","2011年度","13116","東京都 豊島区","","X","0","68,062","47,437","10,441","141,017","29,119","275,791","150,599","64,556","57,921","52,208","73,462","73,085","45,029","1,846","107,023"
"2011100000","2011年度","13117","東京都 北区","","X","0","42,048","76,924","14,803","9,270","68,253","124,638","30,689","14,488","30,240","18,960","15,862","13,560","50,832","1,733","20,766"
"2011100000","2011年度","13118","東京都 荒川区","","X","0","23,857","37,112","98,898","8,762","26,360","98,610","13,924","10,178","16,974","10,294","11,221","X","30,087","X","21,891"
