"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2025年06月20日"

"","","","","/項目 コード","A1101","A161001","A6108","B1102","B1103","B1104","B1105","B1106","B1107","B1201","B120103","#A01202","#A03504","#A03505","#A03506","#B01301"
"調査年 コード","調査年","地域 コード","地域","/項目","A1101_総人口【人】","A161001_未婚者割合（15歳以上人口）【％】","A6108_昼夜間人口比率【％】","B1102_総面積（北方地域及び竹島を含む）【ｈａ】","B1103_可住地面積【ｈａ】","B1104_主要湖沼面積【ｈａ】","B1105_林野面積【ｈａ】","B1106_森林面積【ｈａ】","B1107_森林以外の草生地面積【ｈａ】","B1201_評価総地積（課税対象土地）【ｍ2】","B120103_評価総地積（宅地）【ｍ2】","#A01202_可住地面積１km2当たり人口密度【人】","#A03504_15歳未満人口割合【％】","#A03505_15～64歳人口割合【％】","#A03506_65歳以上人口割合【％】","#B01301_可住地面積割合【％】"
"1994100000","1994年度","28111","兵庫県 神戸市 西区","","***","***","***","***","9,817","0","***","***","***","***","***","***","***","***","***","71.4"
"1994100000","1994年度","33100","岡山県 岡山市","","***","***","***","***","43,504","0","***","***","***","***","***","***","***","***","***","55.0"
"1994100000","1994年度","33101","岡山県 岡山市 北区","","***","***","***","***","-","-","***","***","***","***","***","***","***","***","***","-"
"1994100000","1994年度","33102","岡山県 岡山市 中区","","***","***","***","***","-","-","***","***","***","***","***","***","***","***","***","-"
"1994100000","1994年度","33103","岡山県 岡山市 東区","","***","***","***","***","-","-","***","***","***","***","***","***","***","***","***","-"
"1994100000","1994年度","33104","岡山県 岡山市 南区","","***","***","***","***","-","-","***","***","***","***","***","***","***","***","***","-"
"1994100000","1994年度","34100","広島県 広島市","","***","***","***","***","27,415","0","***","***","***","***","***","***","***","***","***","30.3"
"1994100000","1994年度","34101","広島県 広島市 中区","","***","***","***","***","1,529","0","***","***","***","***","***","***","***","***","***","99.7"
"1994100000","1994年度","34102","広島県 広島市 東区","","***","***","***","***","1,756","0","***","***","***","***","***","***","***","***","***","44.6"
"1994100000","1994年度","34103","広島県 広島市 南区","","***","***","***","***","2,239","0","***","***","***","***","***","***","***","***","***","88.2"
"1994100000","1994年度","34104","広島県 広島市 西区","","***","***","***","***","2,833","0","***","***","***","***","***","***","***","***","***","79.8"
"1994100000","1994年度","34105","広島県 広島市 安佐南区","","***","***","***","***","4,244","0","***","***","***","***","***","***","***","***","***","36.3"
"1994100000","1994年度","34106","広島県 広島市 安佐北区","","***","***","***","***","8,259","0","***","***","***","***","***","***","***","***","***","23.4"
"1994100000","1994年度","34107","広島県 広島市 安芸区","","***","***","***","***","2,469","0","***","***","***","***","***","***","***","***","***","26.3"
"1994100000","1994年度","34108","広島県 広島市 佐伯区","","***","***","***","***","4,086","0","***","***","***","***","***","***","***","***","***","18.3"
"1994100000","1994年度","40100","福岡県 北九州市","","***","***","***","***","28,579","0","***","***","***","***","***","***","***","***","***","59.2"
"1994100000","1994年度","40101","福岡県 北九州市 門司区","","***","***","***","***","3,785","0","***","***","***","***","***","***","***","***","***","52.1"
"1994100000","1994年度","40103","福岡県 北九州市 若松区","","***","***","***","***","4,824","0","***","***","***","***","***","***","***","***","***","73.4"
"1994100000","1994年度","40105","福岡県 北九州市 戸畑区","","***","***","***","***","1,617","0","***","***","***","***","***","***","***","***","***","97.1"
"1994100000","1994年度","40106","福岡県 北九州市 小倉北区","","***","***","***","***","3,200","0","***","***","***","***","***","***","***","***","***","81.5"
"1994100000","1994年度","40107","福岡県 北九州市 小倉南区","","***","***","***","***","7,386","0","***","***","***","***","***","***","***","***","***","43.6"
"1994100000","1994年度","40108","福岡県 北九州市 八幡東区","","***","***","***","***","1,949","0","***","***","***","***","***","***","***","***","***","53.6"
"1994100000","1994年度","40109","福岡県 北九州市 八幡西区","","***","***","***","***","5,818","0","***","***","***","***","***","***","***","***","***","70.1"
"1994100000","1994年度","40130","福岡県 福岡市","","***","***","***","***","22,503","0","***","***","***","***","***","***","***","***","***","66.8"
"1994100000","1994年度","40131","福岡県 福岡市 東区","","***","***","***","***","5,411","0","***","***","***","***","***","***","***","***","***","85.1"
"1994100000","1994年度","40132","福岡県 福岡市 博多区","","***","***","***","***","2,912","0","***","***","***","***","***","***","***","***","***","92.7"
"1994100000","1994年度","40133","福岡県 福岡市 中央区","","***","***","***","***","1,512","0","***","***","***","***","***","***","***","***","***","99.9"
"1994100000","1994年度","40134","福岡県 福岡市 南区","","***","***","***","***","2,547","0","***","***","***","***","***","***","***","***","***","82.2"
"1994100000","1994年度","40135","福岡県 福岡市 西区","","***","***","***","***","5,584","0","***","***","***","***","***","***","***","***","***","66.7"
"1994100000","1994年度","40136","福岡県 福岡市 城南区","","***","***","***","***","1,360","0","***","***","***","***","***","***","***","***","***","84.9"
"1994100000","1994年度","40137","福岡県 福岡市 早良区","","***","***","***","***","3,177","0","***","***","***","***","***","***","***","***","***","33.1"
"1994100000","1994年度","43100","熊本県 熊本市","","***","***","***","***","32,356","0","***","***","***","***","***","***","***","***","***","83.3"
"1994100000","1994年度","43101","熊本県 熊本市 中央区","","***","***","***","***","-","-","***","***","***","***","***","***","***","***","***","-"
"1994100000","1994年度","43102","熊本県 熊本市 東区","","***","***","***","***","-","-","***","***","***","***","***","***","***","***","***","-"
"1994100000","1994年度","43103","熊本県 熊本市 西区","","***","***","***","***","-","-","***","***","***","***","***","***","***","***","***","-"
"1994100000","1994年度","43104","熊本県 熊本市 南区","","***","***","***","***","-","-","***","***","***","***","***","***","***","***","***","-"
"1994100000","1994年度","43105","熊本県 熊本市 北区","","***","***","***","***","-","-","***","***","***","***","***","***","***","***","***","-"
"1993100000","1993年度","01100","北海道 札幌市","","***","***","***","***","44,711","0","***","***","***","***","***","***","***","***","***","39.9"
"1993100000","1993年度","01101","北海道 札幌市 中央区","","***","***","***","***","1,745","0","***","***","***","***","***","***","***","***","***","37.6"
"1993100000","1993年度","01102","北海道 札幌市 北区","","***","***","***","***","6,281","0","***","***","***","***","***","***","***","***","***","98.9"
"1993100000","1993年度","01103","北海道 札幌市 東区","","***","***","***","***","5,660","0","***","***","***","***","***","***","***","***","***","99.1"
"1993100000","1993年度","01104","北海道 札幌市 白石区","","***","***","***","***","3,451","0","***","***","***","***","***","***","***","***","***","99.8"
"1993100000","1993年度","01105","北海道 札幌市 豊平区","","***","***","***","***","6,275","0","***","***","***","***","***","***","***","***","***","59.2"
"1993100000","1993年度","01106","北海道 札幌市 南区","","***","***","***","***","11,136","0","***","***","***","***","***","***","***","***","***","16.9"
"1993100000","1993年度","01107","北海道 札幌市 西区","","***","***","***","***","-","0","***","***","***","***","***","***","***","***","***","-"
"1993100000","1993年度","01108","北海道 札幌市 厚別区","","***","***","***","***","2,374","0","***","***","***","***","***","***","***","***","***","97.4"
"1993100000","1993年度","01109","北海道 札幌市 手稲区","","***","***","***","***","-","0","***","***","***","***","***","***","***","***","***","-"
"1993100000","1993年度","01110","北海道 札幌市 清田区","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","-"
"1993100000","1993年度","04100","宮城県 仙台市","","***","***","***","***","33,090","0","***","***","***","***","***","***","***","***","***","42.2"
"1993100000","1993年度","04101","宮城県 仙台市 青葉区","","***","***","***","***","8,942","0","***","***","***","***","***","***","***","***","***","29.6"
"1993100000","1993年度","04102","宮城県 仙台市 宮城野区","","***","***","***","***","5,418","0","***","***","***","***","***","***","***","***","***","93.3"
"1993100000","1993年度","04103","宮城県 仙台市 若林区","","***","***","***","***","4,575","0","***","***","***","***","***","***","***","***","***","94.6"
"1993100000","1993年度","04104","宮城県 仙台市 太白区","","***","***","***","***","7,313","0","***","***","***","***","***","***","***","***","***","32.0"
"1993100000","1993年度","04105","宮城県 仙台市 泉区","","***","***","***","***","6,842","0","***","***","***","***","***","***","***","***","***","46.7"
"1993100000","1993年度","11100","埼玉県 さいたま市","","***","***","***","***","21,004","0","***","***","***","***","***","***","***","***","***","96.6"
"1993100000","1993年度","11101","埼玉県 さいたま市 西区","","***","***","***","***","-","-","***","***","***","***","***","***","***","***","***","-"
"1993100000","1993年度","11102","埼玉県 さいたま市 北区","","***","***","***","***","-","-","***","***","***","***","***","***","***","***","***","-"
"1993100000","1993年度","11103","埼玉県 さいたま市 大宮区","","***","***","***","***","-","-","***","***","***","***","***","***","***","***","***","-"
"1993100000","1993年度","11104","埼玉県 さいたま市 見沼区","","***","***","***","***","-","-","***","***","***","***","***","***","***","***","***","-"
"1993100000","1993年度","11105","埼玉県 さいたま市 中央区","","***","***","***","***","-","-","***","***","***","***","***","***","***","***","***","-"
"1993100000","1993年度","11106","埼玉県 さいたま市 桜区","","***","***","***","***","-","-","***","***","***","***","***","***","***","***","***","-"
"1993100000","1993年度","11107","埼玉県 さいたま市 浦和区","","***","***","***","***","-","-","***","***","***","***","***","***","***","***","***","-"
"1993100000","1993年度","11108","埼玉県 さいたま市 南区","","***","***","***","***","-","-","***","***","***","***","***","***","***","***","***","-"
"1993100000","1993年度","11109","埼玉県 さいたま市 緑区","","***","***","***","***","-","-","***","***","***","***","***","***","***","***","***","-"
"1993100000","1993年度","11110","埼玉県 さいたま市 岩槻区","","***","***","***","***","-","-","***","***","***","***","***","***","***","***","***","-"
"1993100000","1993年度","12100","千葉県 千葉市","","***","***","***","***","21,607","0","***","***","***","***","***","***","***","***","***","79.3"
"1993100000","1993年度","12101","千葉県 千葉市 中央区","","***","***","***","***","-","0","***","***","***","***","***","***","***","***","***","-"
"1993100000","1993年度","12102","千葉県 千葉市 花見川区","","***","***","***","***","-","0","***","***","***","***","***","***","***","***","***","-"
"1993100000","1993年度","12103","千葉県 千葉市 稲毛区","","***","***","***","***","-","0","***","***","***","***","***","***","***","***","***","-"
"1993100000","1993年度","12104","千葉県 千葉市 若葉区","","***","***","***","***","-","0","***","***","***","***","***","***","***","***","***","-"
"1993100000","1993年度","12105","千葉県 千葉市 緑区","","***","***","***","***","-","0","***","***","***","***","***","***","***","***","***","-"
"1993100000","1993年度","12106","千葉県 千葉市 美浜区","","***","***","***","***","-","0","***","***","***","***","***","***","***","***","***","-"
"1993100000","1993年度","13101","東京都 千代田区","","***","***","***","***","1,165","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","13102","東京都 中央区","","***","***","***","***","1,015","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","13103","東京都 港区","","***","***","***","***","2,028","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","13104","東京都 新宿区","","***","***","***","***","1,823","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","13105","東京都 文京区","","***","***","***","***","1,131","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","13106","東京都 台東区","","***","***","***","***","1,008","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","13107","東京都 墨田区","","***","***","***","***","1,375","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","13108","東京都 江東区","","***","***","***","***","3,910","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","13109","東京都 品川区","","***","***","***","***","2,269","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","13110","東京都 目黒区","","***","***","***","***","1,470","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","13111","東京都 大田区","","***","***","***","***","5,946","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","13112","東京都 世田谷区","","***","***","***","***","5,808","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","13113","東京都 渋谷区","","***","***","***","***","1,511","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","13114","東京都 中野区","","***","***","***","***","1,559","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","13115","東京都 杉並区","","***","***","***","***","3,402","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","13116","東京都 豊島区","","***","***","***","***","1,301","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","13117","東京都 北区","","***","***","***","***","2,059","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","13118","東京都 荒川区","","***","***","***","***","1,020","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","13119","東京都 板橋区","","***","***","***","***","3,217","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","13120","東京都 練馬区","","***","***","***","***","4,816","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","13121","東京都 足立区","","***","***","***","***","5,315","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","13122","東京都 葛飾区","","***","***","***","***","3,479","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","13123","東京都 江戸川区","","***","***","***","***","4,975","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","14100","神奈川県 横浜市","","***","***","***","***","38,594","0","***","***","***","***","***","***","***","***","***","88.6"
"1993100000","1993年度","14101","神奈川県 横浜市 鶴見区","","***","***","***","***","3,259","0","***","***","***","***","***","***","***","***","***","97.9"
"1993100000","1993年度","14102","神奈川県 横浜市 神奈川区","","***","***","***","***","2,240","0","***","***","***","***","***","***","***","***","***","94.3"
"1993100000","1993年度","14103","神奈川県 横浜市 西区","","***","***","***","***","690","0","***","***","***","***","***","***","***","***","***","99.1"
"1993100000","1993年度","14104","神奈川県 横浜市 中区","","***","***","***","***","1,893","0","***","***","***","***","***","***","***","***","***","97.0"
"1993100000","1993年度","14105","神奈川県 横浜市 南区","","***","***","***","***","1,166","0","***","***","***","***","***","***","***","***","***","92.3"
"1993100000","1993年度","14106","神奈川県 横浜市 保土ケ谷区","","***","***","***","***","1,910","0","***","***","***","***","***","***","***","***","***","87.2"
"1993100000","1993年度","14107","神奈川県 横浜市 磯子区","","***","***","***","***","1,667","0","***","***","***","***","***","***","***","***","***","86.6"
"1993100000","1993年度","14108","神奈川県 横浜市 金沢区","","***","***","***","***","2,538","0","***","***","***","***","***","***","***","***","***","82.3"
"1993100000","1993年度","14109","神奈川県 横浜市 港北区","","***","***","***","***","3,971","0","***","***","***","***","***","***","***","***","***","90.9"
"1993100000","1993年度","14110","神奈川県 横浜市 戸塚区","","***","***","***","***","3,022","0","***","***","***","***","***","***","***","***","***","84.5"
"1993100000","1993年度","14111","神奈川県 横浜市 港南区","","***","***","***","***","1,824","0","***","***","***","***","***","***","***","***","***","91.6"
"1993100000","1993年度","14112","神奈川県 横浜市 旭区","","***","***","***","***","2,824","0","***","***","***","***","***","***","***","***","***","85.9"
"1993100000","1993年度","14113","神奈川県 横浜市 緑区","","***","***","***","***","6,455","0","***","***","***","***","***","***","***","***","***","84.8"
"1993100000","1993年度","14114","神奈川県 横浜市 瀬谷区","","***","***","***","***","1,544","0","***","***","***","***","***","***","***","***","***","90.5"
"1993100000","1993年度","14115","神奈川県 横浜市 栄区","","***","***","***","***","1,465","0","***","***","***","***","***","***","***","***","***","79.4"
"1993100000","1993年度","14116","神奈川県 横浜市 泉区","","***","***","***","***","2,126","0","***","***","***","***","***","***","***","***","***","90.3"
"1993100000","1993年度","14117","神奈川県 横浜市 青葉区","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","-"
"1993100000","1993年度","14118","神奈川県 横浜市 都筑区","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","-"
"1993100000","1993年度","14130","神奈川県 川崎市","","***","***","***","***","13,149","0","***","***","***","***","***","***","***","***","***","92.3"
"1993100000","1993年度","14131","神奈川県 川崎市 川崎区","","***","***","***","***","3,890","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","14132","神奈川県 川崎市 幸区","","***","***","***","***","1,005","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","14133","神奈川県 川崎市 中原区","","***","***","***","***","1,464","0","***","***","***","***","***","***","***","***","***","99.6"
"1993100000","1993年度","14134","神奈川県 川崎市 高津区","","***","***","***","***","1,501","0","***","***","***","***","***","***","***","***","***","91.7"
"1993100000","1993年度","14135","神奈川県 川崎市 多摩区","","***","***","***","***","1,824","0","***","***","***","***","***","***","***","***","***","89.0"
"1993100000","1993年度","14136","神奈川県 川崎市 宮前区","","***","***","***","***","1,672","0","***","***","***","***","***","***","***","***","***","89.8"
"1993100000","1993年度","14137","神奈川県 川崎市 麻生区","","***","***","***","***","1,793","0","***","***","***","***","***","***","***","***","***","77.0"
"1993100000","1993年度","14150","神奈川県 相模原市","","***","***","***","***","13,662","0","***","***","***","***","***","***","***","***","***","41.5"
"1993100000","1993年度","14151","神奈川県 相模原市 緑区","","***","***","***","***","-","-","***","***","***","***","***","***","***","***","***","-"
"1993100000","1993年度","14152","神奈川県 相模原市 中央区","","***","***","***","***","-","-","***","***","***","***","***","***","***","***","***","-"
"1993100000","1993年度","14153","神奈川県 相模原市 南区","","***","***","***","***","-","-","***","***","***","***","***","***","***","***","***","-"
"1993100000","1993年度","15100","新潟県 新潟市","","***","***","***","***","66,779","137","***","***","***","***","***","***","***","***","***","92.0"
"1993100000","1993年度","15101","新潟県 新潟市 北区","","***","***","***","***","-","-","***","***","***","***","***","***","***","***","***","-"
"1993100000","1993年度","15102","新潟県 新潟市 東区","","***","***","***","***","-","-","***","***","***","***","***","***","***","***","***","-"
"1993100000","1993年度","15103","新潟県 新潟市 中央区","","***","***","***","***","-","-","***","***","***","***","***","***","***","***","***","-"
"1993100000","1993年度","15104","新潟県 新潟市 江南区","","***","***","***","***","-","-","***","***","***","***","***","***","***","***","***","-"
"1993100000","1993年度","15105","新潟県 新潟市 秋葉区","","***","***","***","***","-","-","***","***","***","***","***","***","***","***","***","-"
"1993100000","1993年度","15106","新潟県 新潟市 南区","","***","***","***","***","-","-","***","***","***","***","***","***","***","***","***","-"
"1993100000","1993年度","15107","新潟県 新潟市 西区","","***","***","***","***","-","-","***","***","***","***","***","***","***","***","***","-"
"1993100000","1993年度","15108","新潟県 新潟市 西蒲区","","***","***","***","***","-","-","***","***","***","***","***","***","***","***","***","-"
"1993100000","1993年度","22100","静岡県 静岡市","","***","***","***","***","34,019","0","***","***","***","***","***","***","***","***","***","24.1"
"1993100000","1993年度","22101","静岡県 静岡市 葵区","","***","***","***","***","-","-","***","***","***","***","***","***","***","***","***","-"
"1993100000","1993年度","22102","静岡県 静岡市 駿河区","","***","***","***","***","-","-","***","***","***","***","***","***","***","***","***","-"
"1993100000","1993年度","22103","静岡県 静岡市 清水区","","***","***","***","***","-","-","***","***","***","***","***","***","***","***","***","-"
"1993100000","1993年度","22130","静岡県 浜松市","","***","***","***","***","47,909","661","***","***","***","***","***","***","***","***","***","31.7"
"1993100000","1993年度","22138","静岡県 浜松市 中央区","","***","***","***","***","-","-","***","***","***","***","***","***","***","***","***","-"
"1993100000","1993年度","22139","静岡県 浜松市 浜名区","","***","***","***","***","-","-","***","***","***","***","***","***","***","***","***","-"
"1993100000","1993年度","22140","静岡県 浜松市 天竜区","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","-"
"1993100000","1993年度","23100","愛知県 名古屋市","","***","***","***","***","31,196","0","***","***","***","***","***","***","***","***","***","95.6"
"1993100000","1993年度","23101","愛知県 名古屋市 千種区","","***","***","***","***","1,680","0","***","***","***","***","***","***","***","***","***","92.1"
"1993100000","1993年度","23102","愛知県 名古屋市 東区","","***","***","***","***","772","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","23103","愛知県 名古屋市 北区","","***","***","***","***","1,756","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","23104","愛知県 名古屋市 西区","","***","***","***","***","1,790","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","23105","愛知県 名古屋市 中村区","","***","***","***","***","1,632","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","23106","愛知県 名古屋市 中区","","***","***","***","***","936","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","23107","愛知県 名古屋市 昭和区","","***","***","***","***","1,064","0","***","***","***","***","***","***","***","***","***","97.3"
"1993100000","1993年度","23108","愛知県 名古屋市 瑞穂区","","***","***","***","***","1,109","0","***","***","***","***","***","***","***","***","***","98.8"
"1993100000","1993年度","23109","愛知県 名古屋市 熱田区","","***","***","***","***","816","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","23110","愛知県 名古屋市 中川区","","***","***","***","***","3,201","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","23111","愛知県 名古屋市 港区","","***","***","***","***","4,557","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","23112","愛知県 名古屋市 南区","","***","***","***","***","1,847","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","23113","愛知県 名古屋市 守山区","","***","***","***","***","2,865","0","***","***","***","***","***","***","***","***","***","84.2"
"1993100000","1993年度","23114","愛知県 名古屋市 緑区","","***","***","***","***","3,488","0","***","***","***","***","***","***","***","***","***","92.1"
"1993100000","1993年度","23115","愛知県 名古屋市 名東区","","***","***","***","***","1,783","0","***","***","***","***","***","***","***","***","***","91.6"
"1993100000","1993年度","23116","愛知県 名古屋市 天白区","","***","***","***","***","1,900","0","***","***","***","***","***","***","***","***","***","88.1"
"1993100000","1993年度","26100","京都府 京都市","","***","***","***","***","21,674","0","***","***","***","***","***","***","***","***","***","26.2"
"1993100000","1993年度","26101","京都府 京都市 北区","","***","***","***","***","1,591","0","***","***","***","***","***","***","***","***","***","16.8"
"1993100000","1993年度","26102","京都府 京都市 上京区","","***","***","***","***","711","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","26103","京都府 京都市 左京区","","***","***","***","***","3,206","0","***","***","***","***","***","***","***","***","***","13.0"
"1993100000","1993年度","26104","京都府 京都市 中京区","","***","***","***","***","738","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","26105","京都府 京都市 東山区","","***","***","***","***","650","0","***","***","***","***","***","***","***","***","***","87.1"
"1993100000","1993年度","26106","京都府 京都市 下京区","","***","***","***","***","682","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","26107","京都府 京都市 南区","","***","***","***","***","1,578","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","26108","京都府 京都市 右京区","","***","***","***","***","3,796","0","***","***","***","***","***","***","***","***","***","13.0"
"1993100000","1993年度","26109","京都府 京都市 伏見区","","***","***","***","***","4,777","0","***","***","***","***","***","***","***","***","***","77.5"
"1993100000","1993年度","26110","京都府 京都市 山科区","","***","***","***","***","1,486","0","***","***","***","***","***","***","***","***","***","51.6"
"1993100000","1993年度","26111","京都府 京都市 西京区","","***","***","***","***","2,459","0","***","***","***","***","***","***","***","***","***","41.5"
"1993100000","1993年度","27100","大阪府 大阪市","","***","***","***","***","22,053","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","27102","大阪府 大阪市 都島区","","***","***","***","***","605","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","27103","大阪府 大阪市 福島区","","***","***","***","***","467","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","27104","大阪府 大阪市 此花区","","***","***","***","***","1,537","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","27106","大阪府 大阪市 西区","","***","***","***","***","520","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","27107","大阪府 大阪市 港区","","***","***","***","***","790","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","27108","大阪府 大阪市 大正区","","***","***","***","***","921","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","27109","大阪府 大阪市 天王寺区","","***","***","***","***","480","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","27111","大阪府 大阪市 浪速区","","***","***","***","***","437","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","27113","大阪府 大阪市 西淀川区","","***","***","***","***","1,423","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","27114","大阪府 大阪市 東淀川区","","***","***","***","***","1,326","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","27115","大阪府 大阪市 東成区","","***","***","***","***","455","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","27116","大阪府 大阪市 生野区","","***","***","***","***","838","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","27117","大阪府 大阪市 旭区","","***","***","***","***","630","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","27118","大阪府 大阪市 城東区","","***","***","***","***","842","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","27119","大阪府 大阪市 阿倍野区","","***","***","***","***","599","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","27120","大阪府 大阪市 住吉区","","***","***","***","***","934","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","27121","大阪府 大阪市 東住吉区","","***","***","***","***","975","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","27122","大阪府 大阪市 西成区","","***","***","***","***","735","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","27123","大阪府 大阪市 淀川区","","***","***","***","***","1,264","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","27124","大阪府 大阪市 鶴見区","","***","***","***","***","816","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","27125","大阪府 大阪市 住之江区","","***","***","***","***","2,008","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","27126","大阪府 大阪市 平野区","","***","***","***","***","1,530","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","27127","大阪府 大阪市 北区","","***","***","***","***","1,033","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","27128","大阪府 大阪市 中央区","","***","***","***","***","888","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","27140","大阪府 堺市","","***","***","***","***","14,515","0","***","***","***","***","***","***","***","***","***","96.8"
"1993100000","1993年度","27141","大阪府 堺市 堺区","","***","***","***","***","-","-","***","***","***","***","***","***","***","***","***","-"
"1993100000","1993年度","27142","大阪府 堺市 中区","","***","***","***","***","-","-","***","***","***","***","***","***","***","***","***","-"
"1993100000","1993年度","27143","大阪府 堺市 東区","","***","***","***","***","-","-","***","***","***","***","***","***","***","***","***","-"
"1993100000","1993年度","27144","大阪府 堺市 西区","","***","***","***","***","-","-","***","***","***","***","***","***","***","***","***","-"
"1993100000","1993年度","27145","大阪府 堺市 南区","","***","***","***","***","-","-","***","***","***","***","***","***","***","***","***","-"
"1993100000","1993年度","27146","大阪府 堺市 北区","","***","***","***","***","-","-","***","***","***","***","***","***","***","***","***","-"
"1993100000","1993年度","27147","大阪府 堺市 美原区","","***","***","***","***","-","-","***","***","***","***","***","***","***","***","***","-"
"1993100000","1993年度","27202","大阪府 岸和田市","","***","***","***","***","5,198","0","***","***","***","***","***","***","***","***","***","72.4"
"1993100000","1993年度","27203","大阪府 豊中市","","***","***","***","***","3,636","0","***","***","***","***","***","***","***","***","***","99.9"
"1993100000","1993年度","27204","大阪府 池田市","","***","***","***","***","1,645","0","***","***","***","***","***","***","***","***","***","74.4"
"1993100000","1993年度","27205","大阪府 吹田市","","***","***","***","***","3,573","0","***","***","***","***","***","***","***","***","***","98.9"
"1993100000","1993年度","27206","大阪府 泉大津市","","***","***","***","***","1,219","0","***","***","***","***","***","***","***","***","***","100.0"
"1993100000","1993年度","27207","大阪府 高槻市","","***","***","***","***","5,548","0","***","***","***","***","***","***","***","***","***","52.7"
